lad,agemed_all,care_1to19hoursWeek,care_20to49hoursWeek,care_40PlushoursWeek,children_Kids,children_NoKids,children_NonDepKids,density_all,economic_employee,economic_self-employed,economic_student,economic_unemployed,ethnicity_asian,ethnicity_black,ethnicity_white,health_bad,health_good,hoursworked_Female1-15,hoursworked_Female49plus,hoursworked_Male1-15,hoursworked_Male49plus,household_Cohabiting,household_LoneParent,household_Married,household_OnePerson,marital_Married,marital_Seperated,marital_Single,population_all,religion_Buddhist,religion_Christian,religion_Hindu,religion_Jewish,religion_Muslim,religion_Noreligion,tenure_owned,tenure_rented_private,tenure_rented_social,travel_bus,travel_car_van,travel_foot,travel_home,travel_train_metro,welsh_SpeaksWelsh
E07000011,4,0.2,0.4,0.4,-2.3,1.6,0.7,0.1,-2.7,1,0.5,1.2,1.3,0.5,-2.4,-2.3,11.1,0.2,-0.2,1,-3.4,1.4,1.4,-5.7,1.2,-5.3,1.4,4.3,8,0.1,-13.7,0.2,0,0.5,13,-4.6,4.9,-0.1,0.4,3.1,0.2,-5.6,3.2,1
E07000012,2,-0.4,0.2,0.4,0.5,-0.3,-0.2,0.2,-0.5,0.7,0.6,0.7,2.4,0.4,-3.8,-2.4,11.1,0.4,0,0.9,-3.3,1.3,0.9,-3.1,0.3,-2.9,0.9,2.6,14.3,0.2,-14.1,0.4,0,0.5,12.2,-4.3,3.9,-0.1,2.5,-2.7,0.1,-4.2,2.8,1
E07000026,4,-0.2,0.2,0.6,-2.1,2.5,-0.4,0,2.6,0.6,0.5,-0.3,0.2,0,-0.5,-3.9,12.5,-0.8,-0.4,0.9,-3.2,2.3,0.4,-4.6,1.9,-4.3,1.7,3.6,3.1,0.1,-9.8,0,0,0.1,9.1,-0.2,2.3,-1.4,0.6,7.5,-1.2,-7.2,0.6,1
E07000027,3,-0.8,0.2,0.4,-3.1,3.1,0,-0.4,3.6,1,0.5,0.4,0.6,0,-0.9,-4.9,12.7,-1.5,-0.2,1,-3.7,0.7,1.4,-5.4,4.7,-5.9,1.9,5.1,-4,0.1,-10.4,0.1,0,0,11.3,-2.8,4.7,-1.2,-2,4.5,1.8,-4.2,0.8,1
E07000028,2,-0.1,0.3,0.5,-1.7,2.1,-0.4,0.1,2.3,1,0.9,0.1,0.7,0.1,-1,-3.7,12.7,-0.5,-0.3,1,-3,2.1,0.6,-4.1,1.9,-4.9,1.4,4.8,6.7,0.1,-11.6,0.2,0,0.2,12,-2.1,6,-2.9,-1.2,2.9,2.2,-4.1,0.2,1
E07000029,5,0.1,0.3,0.5,-2.8,2.4,0.4,0,4,0.6,0.4,-0.8,0.6,0.1,-0.9,-3.5,11.6,-1.2,-0.3,0.8,-1.7,2.5,-0.8,-2.6,0.4,-2.9,0.9,3.1,1.9,0.1,-7.4,0.1,0,0.1,7.4,3.4,2,-4.4,-1.3,3.3,1.4,-4.2,-0.1,1
E07000030,4,0.9,0.3,0.5,-2.6,3.5,-0.9,0,2.1,0.4,0.8,0.1,0.4,0,-0.6,-3.5,12.1,-0.3,-0.7,1,-5,1.1,0.5,-4.7,2.1,-3.7,1.5,3.1,5.6,0.1,-10.7,0.1,0,0.2,9.3,-2.8,3.1,0.4,-1.5,7,1.9,-7.9,0.7,1
E07000031,4,0.2,0.3,0.5,-2.2,2.6,-0.5,0,2.1,0.8,0.1,0,0.5,0.1,-0.8,-4,12.6,0,-0.4,1.1,-3.2,1.1,0.3,-3.6,2.5,-2.4,1.4,2,1.3,0.1,-11.1,0,0,0.1,9.8,-2.4,3.1,0,-0.4,4.3,1.7,-5.9,1,1
E07000032,3,-0.4,0.2,0.4,-1.5,1.8,-0.3,0.2,-0.8,1.3,0.5,0.8,0.4,0.1,-0.9,-4.1,13,-0.1,-0.1,0.9,-3.4,2.1,1,-4.4,0.4,-4.7,1.9,4.2,5,0.1,-14.4,0,0,0.1,14.2,-3.2,5.1,-0.9,-0.5,6.1,-1.7,-4.6,1.1,1
E07000033,3,-0.4,0.3,0.1,-1.3,1.4,-0.2,0.3,3.2,1.2,0.7,0.7,0.4,0.3,-1,-5.1,14.5,-0.6,0.2,1,-3.4,2.1,1.3,-5.3,1.8,-5.7,1.9,5.2,5.7,0.1,-12.9,0,0,0.1,14.4,-2.2,5.4,-2.6,0.8,10.4,-4.1,-6.7,0.7,1
E07000034,3,-0.6,0.4,0.5,-1.3,1.6,-0.3,0.8,1,1.2,0.6,0.1,0.8,0.4,-1.6,-4.6,13.7,-0.8,0.1,1.1,-2.3,2.6,1.1,-4.9,1.2,-5.4,1.8,5.4,5,0.1,-14.1,0.1,0,0.3,13.9,-2.7,6.2,-3.1,-2.2,2.9,1.2,-3,1.2,1
E07000035,4,0.3,0.2,0.4,-2,2.6,-0.6,0,-0.4,1.1,0.4,0.5,0.2,0,-0.5,-3.7,12.7,0.3,-0.5,1.2,-3.9,1.7,1,-4.1,1.1,-3.3,2,2.2,2.4,0.1,-10.7,0,0,0,10.3,-2.7,3.4,-0.5,-1.2,4.7,-0.8,-4,1.2,1
E07000036,3,-0.3,0.3,0.5,-1.8,1.5,0.3,0.2,-1.3,1.3,0.5,1.3,0.4,0.1,-1,-3.5,12.7,0,0.1,1,-3.8,1.9,1.7,-5.3,1.4,-5.7,1.6,5.2,1.8,0.1,-14.5,0.1,0,0.1,15,-5.4,6.3,-0.9,0.6,9.1,-3.3,-6,1.3,1
E07000037,4,-0.2,0.3,0.4,-2.7,2.7,0,0,-1.8,1.3,0.8,1.1,0.4,0,-0.9,-3.5,12.4,0.3,-0.4,1.1,-3.3,1.9,1,-5.2,2,-5.7,1.7,5,1.6,0.1,-12.4,0,0,0,11.7,-4.5,5.9,-0.6,-0.6,6.8,-3.9,-7.3,5.3,1
E07000038,3,-0.4,0.2,0.4,-2.3,2.8,-0.4,0.1,0.1,1,0.5,0.4,0.4,0.1,-0.9,-4.2,12.8,-0.2,-0.2,1,-3.3,2.2,1,-6.2,2,-5,2.1,3.6,2.2,0,-12.5,0,0,0.1,12.5,-0.6,3.5,-2.7,0.9,12.4,-4.7,-9.8,1.4,1
E07000039,2,-0.7,0.3,0.3,-0.5,1,-0.5,0.4,0.2,0.9,0.7,0.7,0.7,0.2,-1.6,-3.7,13.1,-0.3,-0.2,0.9,-3.4,2.3,1.7,-5.3,0.9,-5.1,2.2,4.4,16,0,-14.2,0.1,0,0.2,13.5,-3.9,6.6,-1.9,0.6,10.9,-3.5,-8.2,0.7,1
E07000040,1,0.2,0.3,0.5,-0.4,-0.2,0.6,0.1,3.1,1.2,0.1,0.5,0.5,0.1,-0.9,-3.6,12.8,-0.4,-0.6,0.9,-3.1,1.1,0.8,-1.7,1.2,-2.8,1.9,2.1,5.5,0.1,-12.2,0,0,0.1,11.2,-2.7,3.8,-0.4,0.2,7.2,-0.8,-7.8,1.8,1
E07000041,0,-0.1,0.2,0.3,-0.8,0.7,0.1,1.4,0.2,0.7,1.2,0.5,2.9,0.4,-4.6,-3.6,13.2,0.4,-0.2,1.5,-3.6,0.8,0.6,-2.2,0.4,-4.1,-0.4,6.2,6,0.2,-15.2,0.2,0,0.8,14.3,-6.3,7.2,-0.4,0.8,-12.2,9.3,-1.1,0.3,1
E07000042,3,0.3,0.3,0.3,-1,1,-0.1,0.1,2.1,0.7,0.3,0.4,0.3,0.1,-0.6,-3.1,12.5,-0.1,-0.4,0.9,-4.8,1.9,0.4,-3,0.8,-3.2,1.4,3.1,11.4,0.1,-13.3,0.1,0,0.1,12.5,-2.3,4.2,-1.4,1,10.5,-1.8,-9.7,0.9,1
E07000043,2,0,0.3,0.5,-0.9,0.4,0.4,0,2.1,0.8,0.7,-0.3,0.5,0.1,-1.1,-3.2,12.4,-0.6,-0.6,1.1,-2.7,2.1,1.3,-4.3,1.7,-4.7,1.5,4.3,7,0.1,-13.8,0.1,0,0.1,12.9,-4.9,5.2,0.1,0.3,1.7,3,-5.1,0.4,1
E07000044,4,0.4,0.4,0.4,-3,2.3,0.8,0,0.3,2.3,0.3,0,0.4,0,-0.7,-3.3,12.1,0.3,-0.8,0.9,-2.9,1,0.5,-3.4,2.4,-3.2,1.5,2.6,1.6,0.2,-13.1,0,0,0.2,11.2,-3.8,3.6,0.7,-0.8,3.3,0.1,-3.7,1.3,1
E07000045,4,0.6,0.4,0.5,-1.7,0.6,1,0.1,1.7,1.4,0.4,0.5,0.4,0,-0.7,-3.5,12.2,-0.1,-0.3,1.2,-3.7,1.6,0.7,-2.3,1,-3.5,1.2,3.5,2.7,0.1,-13.3,0,0,0.1,12.5,-2.9,3.7,-0.3,0.1,6.6,-1.1,-7.1,1.7,1
E07000046,3,0.5,0.4,0.4,-1.9,1.9,0,0.1,1.5,1.3,0.4,-0.2,0.1,0,-0.3,-3.4,12.6,0.1,-0.6,1,-4.4,1.1,0.4,-2.8,2.1,-3,1.4,2.7,8.3,0,-12.7,0,0,0.1,11.9,-2.2,3.4,-0.6,0.9,9.6,-1.2,-9.1,0.3,1
E07000047,3,0.4,0.3,0.5,-1.8,1.7,0.1,0,0.3,1,0.5,0.7,0.3,-0.1,-0.7,-3.1,12.2,0,-0.2,1.2,-3.5,1.8,0.1,-3.1,1.2,-2.6,1.2,2.7,9.6,0.1,-12.8,0,0,0,11.2,-3,2.7,0.7,0.6,7.5,-0.3,-8.6,0.7,1
E07000061,1,0,0.3,0.5,0.8,-1.9,1,2.2,1.4,1.1,1,1.2,1.3,0.4,-2.5,-4.1,14.3,-0.1,0,1.1,-3.6,1.6,1.5,-0.8,-1.5,-3.6,1.1,5.2,10.9,0.1,-13.2,0.2,-0.1,0.5,12.5,-6.2,9.5,-2.5,-1.1,0,1.5,-3.5,3.7,1
E07000062,2,-0.4,0.4,0.3,-2.2,1,1.1,1.8,-0.2,1.6,0.5,1.3,1.4,0.7,-3.3,-3.7,13.4,-0.6,0.1,0.9,-3.5,1.7,1.3,-4.2,1.9,-6,1.6,6.7,6.1,0.2,-15.5,0.2,0,0.5,15.3,-8.1,9.8,-1.2,0.4,-1.7,0.6,-3.8,4.4,1
E07000063,2,0.4,0.3,0.5,0,-1.5,1.4,0.2,-0.5,2.1,0.3,1.1,0.6,0.2,-1.4,-3.1,12.2,-0.2,-0.2,0.9,-3.3,1.8,2.1,-2.5,-0.8,-4.6,2,4.5,5.8,0.2,-15,0.1,0,0.1,14.3,-5.1,5.9,0,4.1,-2.5,-1.4,-5.1,5.1,1
E07000064,1,0.1,0.4,0.8,-0.4,-0.6,1.1,0.1,0.9,1.1,0.1,0.9,0.6,0.2,-1,-3.2,12,-0.4,-0.1,0.9,-3.1,1.7,1.2,-1.4,1,-4.1,2.4,3.4,6,0.1,-11.7,0.1,0,-0.1,11.3,-4,4.7,-0.2,-0.7,5.9,-2.4,-7.5,5.2,1
E07000065,3,0.3,0.4,0.4,-0.8,-0.4,1.2,0.1,-0.1,1.5,0.3,0.8,0.5,0.1,-0.8,-2.8,12,0,-0.3,0.9,-3.9,1.2,1.6,-3.3,0.7,-4.2,1.8,3.6,6.4,0.1,-13.2,0.1,0,0,12.4,-3.9,4.6,-0.2,0.3,5,-1.9,-9,6.2,1
E07000066,2,-0.1,0.4,0.4,0.2,-0.7,0.4,0.8,-0.7,1.4,0.6,1.6,1.4,2,-4.2,-2.8,11.7,0.2,0,1,-3.4,1.2,1.2,-3.9,0.9,-5,1.3,4.5,5.3,0.1,-13.1,0.3,0,0.4,12.9,-3.9,5.4,-1.2,-1.2,-9.5,0.8,-3.5,13.8,1
E07000067,3,-0.1,0.3,0.5,-0.2,-0.1,0.3,0.2,-1.4,1.1,0.5,1.5,0.7,0.3,-1.6,-2.7,11.6,0.3,0.1,1,-3.8,1.3,1.9,-4.3,0.5,-4.5,1.7,3.6,11.3,0.1,-13,0.1,0,0.2,13,-3.5,6.6,-2.6,-0.3,4.3,-2.4,-7.3,7.3,1
E07000068,2,-0.2,0.3,0.4,1.2,-2.3,1.1,0.3,0.1,2.1,0.3,1.3,1.4,0.7,-2.9,-2.9,11.5,0.2,-0.1,0.7,-2.2,1.7,1.3,-2.9,0.5,-4.7,1.6,4.2,7.5,0.2,-10.6,0.3,0.1,0.3,8.6,-3.8,4,0.1,-1.1,-16,0.3,-3.6,20.2,1
E07000069,4,-0.3,0.5,0.7,-1.8,1.1,0.8,0.3,-2.1,1.2,0.4,1.1,0.2,0.6,-1.3,-2.5,10.3,0.4,0.2,1,-3.5,1.4,1.6,-5.6,0.5,-4.8,1.8,3.3,1.6,0.1,-11.6,0.1,0,0.1,11.7,-5.6,5.8,-0.2,-1,5.1,-4,-10.9,12,1
E07000070,2,-0.3,0.2,0.4,-0.5,-0.1,0.6,0.3,-1.1,1.3,0.2,1.4,1.4,0.6,-2.9,-2.4,11,0.3,0.1,0.9,-3.3,1.7,1.4,-3.7,0.1,-3.9,1.3,3.3,7.2,0.1,-12.8,0.3,0,0.5,11.7,-5.1,5.3,0.2,-0.6,-5.5,0.9,-4.1,10.2,1
E07000071,2,-0.3,0.3,0.3,-0.3,0.3,0,0.5,-1.1,0.8,1.6,1.1,2,1,-4.1,-2.9,12.3,0.6,0.2,1.4,-2.6,1.1,1.8,-4,0.8,-4.7,1.1,4.8,11.1,0.2,-13.9,0.3,0,0.8,12.9,-5.6,8.1,-1.7,-0.9,-2.2,2,-4.2,6.2,1
E07000072,3,-0.4,0.2,0.3,0.7,-1,0.4,0.1,-0.7,2.1,0.6,1,1.9,1.1,-4.6,-2.8,11.3,0.6,0.1,1.2,-3.1,1.3,1.3,-3,0.3,-4.5,1.2,4.2,3.1,0.1,-10.6,0.4,0.1,0.7,8.4,-2.3,4.2,-1,-0.9,-6.8,-2.6,-8.7,19.1,1
E07000073,2,0,0.5,0.5,0.5,-1.1,0.6,1,-1.8,2.2,0.8,1.8,2,2.8,-5.8,-2.8,12.4,0.3,0,1.2,-3.3,1,2,-3.7,1.1,-5.3,1.4,4.2,4,0.1,-11.9,0.4,0,0.8,11.5,-3,6.1,-3.2,0.6,-2.3,0.9,-3.5,5.1,1
E07000074,5,0.1,0.5,0.6,-2.9,2.4,0.6,0.1,-1.6,1,0.3,0.9,0.2,0.1,-0.6,-2.4,10.1,0.1,-0.3,1.1,-4.1,1.1,0.2,-4.3,1.6,-3.3,1.4,1.9,3.7,0.1,-10.8,0,0,0,10.1,-1.8,3.3,-1.2,0.4,5.8,-2.3,-9.1,6.8,1
E07000075,4,0.3,0.4,0.4,-0.6,-0.7,1.3,0.3,-0.6,1.3,0.3,1,0.3,0.3,-1.1,-2.9,11.6,0.1,0.1,0.8,-3.2,1.8,0.8,-3.2,-0.7,-4,1.3,3.4,6.1,0.1,-12.5,0,0,0.2,12.2,-2.6,3.6,-0.7,-0.6,1.2,-3,-9.6,13.3,1
E07000076,2,0,0.5,0.8,0,-0.8,0.8,0,-0.4,0.8,0.5,1.7,0.5,0.2,-1.1,-3.6,11.7,0.1,0,1.1,-3.4,0.8,2.7,-2.6,0.5,-4.4,2.1,4.1,-0.4,0.1,-12.1,0.1,0,0.1,12.2,-5.5,6.9,-0.7,0,7.6,-1.3,-7.8,4.2,1
E07000077,2,-0.3,0.2,0.4,1.4,-1.6,0.2,0.2,-0.7,1.7,0.2,0.9,0.7,0.4,-1.6,-2.6,11.1,0.6,0,1,-3.1,2.3,0.9,-3.1,-1.2,-3.3,1.6,2.6,15.2,0.3,-12.2,0.1,0,0.1,11,-2.8,3.7,-0.2,-0.3,-2.3,0,-4.2,7.3,1
E07000078,1,-0.2,0.1,0.2,-0.6,0.9,-0.2,1.2,0.7,1.4,0.4,0.7,1.4,0.3,-2.4,-3.4,13,0.1,0,0.9,-2,2,0,-2.2,0.4,-3.8,0.8,4.7,5.2,0.2,-13.6,0.1,0,0.5,12.5,-6.6,8.3,-1,0.3,-3.5,3.7,-1.8,1.3,1
E07000079,4,0.3,0.2,0.4,-1.7,1.8,0,0,-1.3,1.8,0.4,0.8,0.6,0.2,-1,-2.6,11.7,0.9,-0.2,1,-3.4,0.9,0.2,-2.2,1.3,-2.5,1.3,2.3,3.1,0.1,-11.5,0.1,0,0.1,10,-2.5,3.3,0.7,-0.1,2.7,1.2,-4.6,1.7,1
E07000080,4,0.1,0.4,0.6,-3.1,3,0.1,0,-1.7,1.4,0.4,0.5,0.3,0.1,-0.6,-3,12.1,0.2,-0.2,1.2,-2.7,1.8,0.4,-4.5,1.3,-3.7,1.5,3.1,2.5,0.1,-11.3,0,0,0,11.3,-2,4.3,-1.7,0.5,9.5,-2.1,-8.4,0.8,1
E07000081,2,-0.1,0.2,0.5,-0.6,-0.1,0.6,2.9,0.1,1,1,0.9,1.8,0.6,-3.4,-3.8,12.8,-0.4,-0.1,1.2,-3,2.5,0.6,-3,-1,-5,1,5.3,10.7,0.1,-12,0.2,0,0.9,11.9,-7,7.8,-0.7,0.3,0.9,1.8,-3.1,0.3,1
E07000082,3,0.2,0.2,0.4,-1.6,1.8,-0.1,0.1,-0.3,2,0.4,0.4,0.2,0.1,-0.8,-2.9,11.9,-0.1,-0.2,1.1,-3.5,1.8,0.2,-3.3,0.9,-3.3,1.7,2.8,4.5,0.1,-13,0.1,0,0.1,12.2,-2.7,4.9,-1.5,-0.1,6.5,-1.7,-5.8,1.3,1
E07000083,3,-0.2,0.3,0.4,-1.1,1,0.1,0.1,-0.6,1.1,0.2,0.8,0.5,0.2,-1.1,-2.7,11.4,0.1,-0.2,0.8,-2.8,2,0.3,-3.4,0.3,-3.1,1.6,2.6,7.3,0.1,-12.6,0.1,0,0.1,11.9,-4.5,4.9,-0.1,2.2,2,0.5,-4,0.5,1
E07000084,2,0.1,0.3,0.4,-0.2,1.2,-0.9,0.2,-1.8,1.1,0.4,1.3,2.4,0.6,-3.7,-2.5,11.5,0.2,0,0.7,-3.1,1.1,1.1,-3.9,1.1,-2.7,1,2.4,10,0.4,-14.1,0.7,0,0.4,12.7,-5.4,4.9,0.5,0.4,-0.8,1,-3.5,3,1
E07000085,4,0.2,0.2,0.3,-1.5,0.9,0.6,0.1,-1.7,1.6,0.3,0.7,1,0.3,-1.8,-2.3,11,0.5,0,0.9,-3.2,1.1,0.9,-3.9,1,-2.6,1.5,1.6,5.8,0.1,-12.4,0.1,0,0.1,10.9,-3.6,3.1,0.6,-0.8,6.7,-2.5,-6.4,4.1,1
E07000086,3,0.2,0.4,0.3,-1.7,1.6,0.1,1.1,-1.7,1.4,0.1,1.4,1.4,0.3,-2.7,-2.6,11.2,-0.3,0.2,0.9,-4.1,1.8,1.2,-4.7,1.2,-4.5,1.5,3.9,7.8,0.1,-14.8,0.3,0,0.5,13.2,-7.4,6.6,0.6,-0.3,3.2,-0.2,-4.1,2.5,1
E07000087,4,0.5,0.3,0.5,-2.2,1.2,1,0.5,-1.4,1.4,0.5,0.9,0.7,0.2,-1.5,-2.8,11.6,0,0,0.9,-3.2,1.5,1.1,-4.9,1.8,-4.7,1.7,3.4,3.3,0.1,-14.2,0.1,0,0.1,13.2,-5.2,5,0.5,-2.3,6.9,-1.3,-4.8,2.5,1
E07000088,3,0.7,0.3,0.4,-1,0.8,0.3,2.5,-1.8,1.4,0.2,1.5,0.6,0.5,-1.9,-3.1,12.6,-0.2,0.4,0.9,-2,1.6,2.2,-5.2,1.9,-4.3,2,3.2,8.1,0.1,-16.5,0.1,0,0.2,16.2,-6.5,7.7,-1.3,0.7,9.3,-5.3,-6.1,0.8,1
E07000089,3,-0.1,0.3,0.3,0.3,-0.5,0.1,0.4,-2.4,1.5,0.1,0.8,1.6,0.3,-2.8,-2.2,10.9,0.6,0.3,0.6,-2.2,1.5,0.6,-4.1,0,-1.8,1.6,0.4,9,0.3,-12.6,0.5,0,0.2,10.8,-2.8,3.4,-0.7,0,3,-1.6,-5.2,5.1,1
E07000090,3,0.2,0.4,0.5,-1.5,1,0.5,0.7,-0.5,1.6,0.3,1.3,0.6,0.2,-1.5,-2.9,12.3,-0.2,0.2,1,-3,1.7,1.4,-4.9,2,-5.7,1.4,4.8,3.3,0.1,-14.4,0.1,0,0.2,14.8,-4.8,5,0.2,0.2,6.5,-1.1,-6,1.6,1
E07000091,3,0.5,0.3,0.5,-1.4,1.2,0.3,0.1,0.1,1.7,0.3,0.7,0.5,0.2,-1.3,-2.7,11.6,0,-0.1,1,-3.4,1,1.2,-3.4,1.2,-3.9,1.9,3,4.2,0.1,-13.1,0,0,0.1,11.8,-5.3,4.9,0.9,0,5.6,-0.3,-5.9,1.6,1
E07000092,2,0,0.3,0.3,1.2,-0.9,-0.2,0.7,-2.6,0.8,0.7,1.7,8,1.4,-10.8,-2.6,12.1,0.2,0.1,0.8,-2.8,0.3,1.2,-3,0.5,-1.1,0.8,1.8,3.1,2.9,-15.3,2.8,0,0.7,9.6,-8.9,6.8,1.2,1.8,-0.8,-0.2,-4.1,4.5,1
E07000093,4,0.2,0.4,0.5,-1.5,1.6,0,0.1,-2.9,1,0.4,1,0.9,0.2,-2,-2.4,10.9,0.3,0,1,-2.8,0.8,1,-4.1,0.6,-2.7,1.1,2.3,6,0.2,-12.4,0.2,0,0.3,10.9,-3.7,4.1,0.5,-0.7,2.3,0.5,-4.4,2.8,1
E07000094,2,-0.1,0.2,0.4,0.9,-0.4,-0.5,0.1,-2,1.3,0.8,0.7,1.3,0.1,-2.1,-2.5,11.4,1.1,-0.2,1.2,-3.1,1.5,0.4,-1.8,-0.6,-2.1,1.1,2,8.7,0.3,-12.9,0.2,0,0.1,11.4,-2.8,3.6,-0.5,-1,-3.4,2.1,-0.9,3.7,1
E07000095,2,-0.2,0.3,0.5,1.3,-1.2,0,1.3,-1.9,1.6,0.6,1.8,0.9,3.1,-5.8,-2.3,11.6,0.3,-0.1,0.8,-3.6,1.2,2.6,-6.1,1.2,-6.1,1.7,5,7.5,0.1,-11.3,0.2,0,1.2,9.9,-5.7,6,0.4,-0.6,-1.8,-2.1,-7,11.7,1
E07000096,2,0.1,0.3,0.4,-0.4,0.3,0.1,0.3,-1.5,1.8,0.5,1.4,2.2,1.3,-4.6,-2.4,11.1,0.6,0,1.1,-3.2,1.6,1.9,-4.8,1.8,-5.1,1.5,4.4,5.1,0.2,-12.6,0.6,0,0.9,11.2,-5.3,6.3,-0.9,-0.5,-4.1,0.2,-3.2,7.7,1
E07000098,1,-0.3,0.4,0.3,1.2,-1.7,0.5,0.6,-1.8,2.1,0.3,1.4,3.4,2.5,-7.5,-2.5,11.2,0.9,0,0.8,-3.1,0.1,1.6,-2.4,0.8,-3.3,0.8,3.9,5.9,0.3,-11.3,1.2,3,1.1,5.8,-6.7,6,1.5,0,-9.2,-0.4,-3.3,12.8,1
E07000099,2,0,0.3,0.3,0.2,-0.8,0.6,0.3,-0.6,1.4,0.3,1.3,1.5,0.7,-3.7,-2.8,12.2,0.4,0.2,1,-3,1.7,1.1,-2.5,0.1,-3.4,1.3,3.2,8.7,0.2,-12.8,0.3,0,0.4,11.7,-2.4,5.1,-2.6,-1.1,-0.3,-2,-5.4,10.2,1
E07000102,2,-0.3,0.2,0.4,1.4,-1.8,0.4,0.5,-0.8,2.5,0.5,1,4,0.8,-6.1,-2.6,11.3,0.7,0,0.8,-3,0.6,1.4,-2.2,0.9,-3.2,1.2,3.6,5.4,0.2,-10.9,2,-0.2,0.7,8,-4.1,4.9,-0.6,0.1,-4.1,-1.7,-6.6,12.7,1
E07000103,0,-0.2,0.3,0.2,2.4,-2,-0.4,4.9,-1.8,1.8,0.7,1.6,9.1,3.1,-14,-2.7,12.3,0.1,0.1,1.2,-3.6,-0.4,2.3,-2.5,1.4,-2.3,0.6,3.2,13.3,0.4,-12.3,3.1,0,3.8,5.3,-10.8,10.4,0.2,-0.9,-9.3,2.2,-2.2,9.9,1
E07000105,2,-0.3,0.4,0.5,1,-1.4,0.4,0.3,-0.3,1.4,0.7,1.2,2.5,0.7,-3.9,-2.7,12.5,0.1,0,1.1,-4.4,1.4,2.5,-3.8,0.7,-4.3,1.6,4,14.9,0.5,-13.5,0.8,0,0.3,11.6,-5.9,7,-1.2,-0.6,0.7,0.7,-5.1,4.7,1
E07000106,0,-0.3,0.3,0.4,-0.7,0.5,0.2,0.5,-2.7,1,2.9,0.4,2,0.8,-3.6,-3.7,13.9,0.9,-0.2,1.8,-3.8,1.1,0.9,-2.8,-0.1,-5.7,0.4,7.1,11.7,0.2,-13,0.3,0,0.6,11.9,-6.1,6.6,-0.2,1,-0.8,1.1,-3.8,3.4,1
E07000107,1,-0.4,0.3,0.5,1.3,-1.6,0.3,1.6,0.1,2,0.6,1.9,2.8,2.8,-7.1,-2.9,13,-0.1,0.3,0.9,-3.2,0.8,2.4,-4.5,1.1,-5,0.9,5.2,13.3,0.2,-12.6,0.8,0,0.9,12.2,-6.9,7.9,-1.4,-2.5,-9.4,0.4,-2.9,14.1,1
